scene_number,location,description,cast_id,costume_notes,hair_makeup,prosthetics,key_props,props,set_dressing,extras,picture_vechiles,production,special_professionals,sfx,vfx,special_equipments,notes,timeofday,int_ext
20C,ARJUN HOUSE,"INT. ARJUN HOUSE - MORNING
20C
Arjun comes running inside the house, switches off the TV. 
Vidhya stands in front of a mirror, doing make up and putting 
hair bun hurriedly. Arjun, stands at the door, looking at 
her. 
ARJUN
Aaa... Vidhya...
VIDHYA
Babu, current bill ke liye hundred 
rupees TV ke oopar rakhe. Due date 
bhi nikal chuka... bhara nahi toh 
shaam tak cut kar denge.
Vidhya starts packing her hand bag,
ARJUN
Kittu ke liye birthday gift lena 
hai. 
VIDHYA
Kitna?
Arjun little excited
ARJUN
Paanch sau.
20.
FOR AD TEAM
21.
Vidhya turns around. She picks up her bag, rushes out of the 
bedroom. 
VIDHYA
Lawyer ko mile?
Vidhya goes to the kitchen to pick up her things while Arjun 
follows her.  
ARJUN
Aaj jaunga
VIDHYA
(irritated)
Aisa kya busy ho tum? Subah shaam 
TV pe cricket dekhte ho cigarette 
phoonkte ho... aur kaam kya tumko? 
She goes near the door and wears her footwear.
VIDHYA (CONT'D)
Wapis job join karna hai ke nahi?
She leaves. After a beat, she comes back to pick her file and 
in that same hurry,
VIDHYA (CONT'D)
Chhat kab se leak ho raha babu... 
owner ko bolke theek karao na... ek 
maheene se bol rahi hoon. 
Arjun looks restless, and angry
ARJUN
Vidhya mujhe paanch sau rupaye 
chahiye
VIDHYA
Wo jitna maang raha hai utni kamayi 
toh hai nahi. Sorry... Paisa nahi 
hai mere paas. 
Arjun little angry
ARJUN
Mujhe pata hai, hai tumhaare 
account mein.
Vidhya stops for a moment, turns back, and in a very casual 
tone says,
VIDHYA
Oh... pata hai? Theek hai... nahi 
dena mujhe.
21.
FOR AD TEAM
22.
Vidhya again hurriedly, goes towards the door saying,
VIDHYA (CONT'D)
Accha current bill bharna bhoolna 
mat aur lawyer se milke apne 
suspension ka baat karo.
Close of Arjun, looking disappointed, and looks at the 
cricket ball in his hand. He expresses little frustration & 
throws the ball towards the frame with his old cricket 
photograph, it topples. 
","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,MORNING,INT
21A+B,ARJUN HOUSE / KITCHEN,"INT. ARJUN HOUSE / KITCHEN - MORNING
21A+B
Close shot of a gas burner being lit, profile shot of Arjun 
bending with a cigarette in his mouth and lighting it. Arjun  
smokes.
Arjun’s face turns tense as he sees from the kitchen window, 
two bikes with 5 people entering their street. He throws his 
cigarette and runs towards the door.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,MORNING,INT
21C,ARJUN HOUSE / HALL,"INT. ARJUN HOUSE / HALL - MORNING
21C
By that time all five friends (Ardaas, Amrit, Puneet, Lovely, 
Rajinder) park their bikes, and happily walk inside Arjun’s 
house, Arjun little tensed
ARJUN
(tensed)
Oh Amrit... ajj nahi yaar bade kaam 
hain.
Amrit casually putting his back pack on the sofa,
AMRIT
Haan te tu kar aaye na kaam... hum 
baithe hain na... humne sambhaal 
lena hai ghar (kar) tera. aa jao 
vai. 
A man walks in singing - Main dardi rab rab kardi. 
ARJUN
O samjh na... svere svere pher 
(raula) pae gaya si.
Amrit casually opens the bag,
AMRIT
O yaara... Tabhi toh laaye hain 
humdard ka tonic cinkaara. 
22.
FOR AD TEAM
23.
Amrit shows a full bottle of old monk, Arjun gets more tensed 
looking at the bottle,
ARJUN
(shocked)
O nahi yaar... daaru vaaru nai. 
Jaldi wapis aa jaana hai usne.  
LOVELY
O... rum mein dooba le gham.
The man continues to sing a song, Arjun looks at him 
questioning.
ARDAAS
Myself Ardaas mann... naam toh suna 
hoga. Nai te gaana te sun hi liya.
As Ardaas waves at Arjun, a bike pulls in outside. 
* Exterior Shot of 2 more friends (Anand & Inderjeet) park 
their bike. 
Anand & Inderjeet walk in.
LOVELY
O pikchar kaddon di shuru hui... ab 
aa rahe ho?
Arjun, exasperated, walks into the kitchen to Amrit.
- CUT TO
Amrit pouring water into bottle and Arjun comes there,
ARJUN
Ye kahan ki Ardaas hai? Kahan se 
utha laaye isko?
Amrit stops pouring water
AMRIT
Patiyale ka hai... takra gaya tha 
chaunk pe... maine bola Daler paaji 
ke saath toh apna ghar da maamla 
hai... milva dunga... bas tabse 
live audition diye ja raha hai.  
ARJUN
Bechara bada seedha lagta hai yaar
23.
FOR AD TEAM
(MORE)
24.
AMRIT
Banda seedha hai magar jebein gehri 
hain. Lag gayi lottery. Aaj di 
party ussi ki taraf se hai.. 
Arjun shows not so interested expression,
Shot ends with Amrit capping the bottles and giving to Arjun, 
- CUT TO
Dimly lit hall with all curtains closed, cut shots, of Cards 
shuffling-opening soda bottle, filling glasses, cigarette 
lighting, light music from a mobile... everyone says cheers!
AMRIT (CONT'D)
Aaja khel le do haath.
Arjun gives a forced smile, sits on the ground and opens a 
beer bottle with opener
ARJUN
Nahi yaar... kaam hai.
AMRIT
Soch le... 6 jane hain... jeeta toh 
paanch sau andar. 
Arjun looks at the 100 rupee note and thinks for a beat. 
ARJUN
Amrit... meri baaji bhi baant de.
AMRIT
Ah! Ae hoyi na gall. Ik ik ko dikha 
dete hain kaun hai asli khiladi. 
Achha arjun... ab tu jeeta toh apna 
sau ka udhaar settle... hato bey... 
bhai ke liye jagah banao
ARJUN
Abhi toh utra bhi nahi hoon, tuney 
pehle baant li prize money.
AMRIT
Chalo vai... kaato te baanto.
Arjun settles in. Everyone laughs. 
ARDAAS
Arjun paaji mujhe na daaru ka 
shaunk nahi hai... inhonein bola 
gala geela hoga toh waaj mein dard 
jyada niklega. 
(MORE)
24.
FOR AD TEAM
ARDAAS (CONT'D)
25.
Daler paaji se milna hai toh main 
kehya riyaaj toh banta hai.
AMRIT
Arey inka official intro toh karaya 
nahi... Ardaas mann ji... pop 
singer from Patiala.  
PUNEET
Haanji haanji gaana suna hai maine 
aapka.
AMRIT
Haan pher... wo gaana suna hai na 
superhit... main dardi rabb rabb 
kardi... wo loki kehnde... 4 
singeron ne gaaya na chorus (sings) 
chhui-mui chhui mui...uss mein se 
ek hai yaar apna. 
Everyone exclaims.
ARDAAS
Wah ji... chorus mein bhi waaj 
pakad li aapne? Paaji aap toh do 
kadam aage ho... maine khud ka nahi 
sun rakha, aapne mera gaana suna 
hua hai?
Everyone reacts; they start playing cards
ARDAAS (CONT'D)
Arjun Paaji... ghar toh gorment 
quarter lagta hai, par andar itne 
medal te trophiyan... sarkaari ho 
ya khilaadi hujoor?
PUNEET
Ek time pe dono tha.
LOVELY
Ab kuchh bhi nahin hai  
ARDAAS
Matbal?
PUNEET
Cricket isne khud chhor diya, job 
se unhone nikaal diya do saal pehle
ARDAAS
Ae ki gall hoyi... cricket chhor do 
toh naukri se nikaal dete hain?
ARDAAS (CONT'D)
25.
FOR AD TEAM
26.
AMRIT
Na na hoya enj paaji... wo do saal 
peyle khabar chhapi thi na... Food 
Corporation department se 15 logon 
ko nikaal diya... corruption ke 
chakkar mein. Enquiry mein iska bhi 
naam aa gaya... 2 saal se case 
court mein hai aur ye ghar pe. 
Faisla aane tak pandrah ke pandrah 
suspend hain. Ghalti na hone ke 
baad bhi bechara phans gaya
ARJUN
Aap sunao... singer ban-ne ka kab 
socha. 
ARDAAS
Main jab kaalej mein tha na ji... 
toh pind mein gaane ki shooting 
chal rahi thi Heer ranjha pikchar 
ki... Rajkumar saab pe shoot ho 
raha tha..
AMRIT
(cuts in)
Oh teri! Anil Kapoor wali nahin, wo 
Rajkumar wali heer ranjha... Aap 
toh bade puraane nikle. 
ARDAAS
Wo toh aisa hai na ji meri twacha 
se meri umr ka pata hi nahi chalta.  
Laughter. The game continues.
PUNEET
Show kar bhai!
Arjun loses that chance. 
AMRIT
Chal bhai 20% commission... kal ke 
sau maaf.
PUNEET
Haan haan behencho
AMRIT
Ore ek ho jaaye.
ARJUN
Paise nahin hain yaar. 
Arjun gets up  
26.
FOR AD TEAM
27.
ARJUN (CONT'D)
Maachis de
He walks away. 
","['arjun', 'amrit']","['arjun', 'amrit']","['arjun', 'amrit']",,,,,,,,,,,,,MORNING,INT
21D,ARJUN HOUSE/ SMOKING AREA,"INT. ARJUN HOUSE/ SMOKING AREA - EVENING
21D
Arjun is at the smoking area. He lights a cigarette, smokes 
it and looks out as it rains.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,EVENING,INT
22A,ARJUN HOUSE / HALL,"INT. ARJUN HOUSE / HALL - NIGHT
22A
News - Doordarshan on tv
Arjun is watching the news seriously, Kittu is sitting next 
to him on a sofa
KITTU
Papa jersey kab laoge?
Arjun doesn’t respond,
KITTU (CONT'D)
Maine saare doston ko bata diya 
hai... ki aap bud-day pe jersey 
laane wale ho 
Kittu stands up and comes in between TV and Arjun to get his 
father’s attention, and asks
KITTU (CONT'D)
Papa... sun rahe ho aap? Jersey 
papa.
ARJUN
Oh... ye gaal pe kya laga hai tere? 
aithe aa...
Arjun acts surprised as if he saw something on Kittu’s face 
and asks him to come closer, Kittu too concerned checking his 
face comes closer to Arjun, Arjun immediately holds Kittu 
laughing
ARJUN (CONT'D)
Aaye maze, bola na la dunga 
Jersey... bola na! 
","['kittu', 'arjun']","['kittu', 'arjun']","['kittu', 'arjun']",,,,,,,,,,,,,NIGHT,INT
22B,ARJUN HOUSE / KITCHEN,"INT. ARJUN HOUSE / KITCHEN - NIGHT
22B
The cooker in the kitchen goes off. Arjun walks in and leans 
onto a door waiting for a pause to talk to Vidhya. 
27.
FOR AD TEAM
28.
ARJUN
Wo Indian jersey, ... svere poocha 
tha na tumse
Vidhya still busy chopping fast says,
VIDHYA
Accha wo, Owner se chhat ki leakage 
ka baat kiya?
ARJUN
(hesitantly)
Nahi... karta hoon kal.
After a beat
ARJUN (CONT'D)
Vidhya, Kittu ne ajj tak mujhse 
kuch nahin maanga
Vidhya still busy chopping fast says,
VIDHYA
Lawyer se miley?
ARJUN
Kal milunga.
Power goes off, and it’s all dark suddenly, in the dim light 
Vidhya looks at Arjun and asks
VIDHYA
Current bill nahi bhara na?
Cooker whistles continuously; immediately Vidhya tries to 
pick the cooker with bare hands, burns her hands and drops it 
on the floor, and shouts with pain. 
Immediately Arjun comes running to Vidhya to check her burn. 
Vidhya shakes him off and with a breaking voice says,
VIDHYA (CONT'D)
(crying)
Kya babu... (kitna irresponsible ho 
tum)... hamaara situation samajh 
mein aata hai kya tumko? Teen 
maheene se rent nahi diya...agle 
maheene Kittu ki fees bharni hai... 
pata nahi kidhar kidhar se udhaar 
leke rakha hai... par tumko koi 
farak hi nahi padta... 
Saying that loud, Vidhya goes from there crying,
28.
FOR AD TEAM
29.
Seeing Vidhya leaving, overlap Kittu already there hearing 
the loud sound, looking at Arjun,
KITTU 
Papa Papa... white shirt mein ek 
uncle aaye the... meter khola aur 
plug nikaal ke le gaye... iss liye 
gayi hai light. 
Arjun takes a bit to gather himself and with a smile on his 
face, looks at Kittu and says,
ARJUN
(excited)
Chal... mombattiyan (candles) 
jalaate hain. 
Listening to that, Kittu too smiles.
","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,NIGHT,INT
23A,ARJUN HOUSE,"INT. ARJUN HOUSE - NIGHT
23A
Candle lit hall, Arjun is sitting on a sofa, looking at the 
pictures on the wall, moving from all the cricket pictures 
one after another to his family picture where, Arjun, Vidhya 
and Kittu are laughing out loud.
","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,NIGHT,INT
23B,ARJUN HOUSE / BEDROOM,"INT. ARJUN HOUSE / BEDROOM - NIGHT
23B
Arjun without making a sound, sits on the ground, applies 
ointment on Vidhya’s hand, Keeps his head on the bed and 
sleeps, Slow charge on Vidhya’s face, Vidhya opens her eyes, 
looks at Arjun and tears start rolling from her eyes.
- CUT TO
FLASHBACK 1986
","['vidhya', 'arjun']","['vidhya', 'arjun']","['vidhya', 'arjun']",,,,,,,,,,,,,NIGHT,INT
24A,CRICKET STADIUM / STORE ROOM,"INT. CRICKET STADIUM / STORE ROOM - DAY
24A
Date on the screen: 1986
Arjun and Vidhya make out restlessly. 
","['vidhya', 'arjun']","['vidhya', 'arjun']","['vidhya', 'arjun']",,,,,,,,,,,,,DAY,INT
24B,CRICKET STADIUM / GROUND,"EXT. CRICKET STADIUM / GROUND - DAY
24B
Scene opens with a close of the ball hitting and stumps 
flying. Loud cheers of players who are fielding. Wide shot of 
cricket stadium, a batsman has been bowled. 
In the dug out, coach looks at the players, and says
29.
FOR AD TEAM
30.
COACH 1
Arjun... chal bhai tu next hai
All the players look among themselves, as Arjun is missing 
there, Coach 1 looks back again and asks,
COACH 1 (CONT'D)
(surprised)
Arjun kitthe hai?
Harsh gets up and says,
HARSH
Bathroom gaya tha sir abhi
While Harsh is running, coach 1 becomes agitated and shouts,
COACH 1
Batting ke time bathroom? Majaak ho 
reya hai yahan pe?
Harsh starts running crazily fearing the coach might get 
angry soon,
COACH 1 (CONT'D)
Khottey udhar kyun ja raha hai... 
bathroom toh iss taraf hai 
Harsh while running,
HARSH
Wo paagal hai Sir, kahin bhi karta 
hai. Main laata hoon usey.
While coach is confused, other players and students start 
laughing, hiding their faces. Coach gets angry, and raises 
his hand and asks them to shut up. Everyone becomes silent.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
25A+B,CRICKET STADIUM / STORE ROOM,"INT. CRICKET STADIUM / STORE ROOM - DAY
25A+B
Loud bangs on the door are heard calling Arjun’s name. 
Vidhya who is being kissed by Arjun suddenly snaps out and 
starts gasping for breath, Arjun looks at her as if to say 
""what is wrong with you"" and then pulls her back to kiss as 
Vidhya whispers
VIDHYA
(hushed)
Babu, tumko koi bula raha hai
30.
FOR AD TEAM
31.
Arjun is about to kiss her again and just before he kisses 
there is another loud bang on the door, this time much louder 
he says
HARSH
Arjun... agli teri batting hai... 
coach gala phaad raha hai wahan.
Arjun looks at Vidhya, standing very close - we don’t know if 
he will kiss her or leave her to go play, as soon as we think 
he is going to play he kisses her - another shout
HARSH (CONT'D)
Arjun
Bang on the door,
VIDHYA
Jao Arjun
Arjun reluctant to leave, 
ARJUN
Ik last kiss
Vidhya, comes closer, gives a quick kiss and pushes him,
VIDHYA
Go now
Arjun comes back, saying,
ARJUN
Mera matlab si kudiye...main dunga 
She laughs and pushes him. 
He grabs Vidhya’s face, on the background, of loud bangs on 
the door 
Both laugh, While kissing walk towards the door, and they 
stay locked until the final moment of opening the door.
","['vidhya', 'arjun']","['vidhya', 'arjun']","['vidhya', 'arjun']",,,,,,,,,,,,,DAY,INT
26,CRICKET STADIUM / CORRIDOR,"EXT. CRICKET STADIUM / CORRIDOR - DAY
26
Arjun, Vidhya and Harsh walk towards the ground in a hurry. 
HARSH
Abey teri batting hai n","['vidhya', 'arjun']","['vidhya', 'arjun']","['vidhya', 'arjun']",,,,,,,,,,,,,DAY,EXT
27A,CRICKET STADIUM / GROUND,"EXT. CRICKET STADIUM / GROUND - DAY
27A
As Arjun is walking towards the dug out, he sees Bali talking 
to the Coach,
COACH 1
Iska toh yehi hota ja raha hai... 
achha player hona kaafi nahi hota 
sir... rules follow karne padte 
hain. phir uski side lene se pehle, 
pooch lena kahan tha?  
While Arjun is walking closer, Bali looks very angry, holds 
Arjun’s helmet grill and pulls him closer,
BALI
Tere jaisa talent maine pehle bhi 
dekha hai... par discipline ke bina 
successful player nahi dekha. 
Dobara aisa hua toh aakhri baar 
samjhiyo. Chal oye! 
Saying that Bali pushes Arjun, and Arjun keeps walking 
towards the rope, Arjun walks in with attitude
DISMISSED BATSMAN/ANIRUDDH 
Kitni der lagadi bhai? Kahan tha 
tu? 
Arjun brushes him aside without letting him complete. 
Arjun walks in with attitude, as soon as he goes, the 
opposite batsman walks upto Arjun. 
RUNNER BATSMAN/JASSI 
Ball ka bounce even nahin hai pitch 
pe, sambhal ke kheliyo.
Arjun takes stance, and once the ball is bowled, he hits a 
27B
straight six, and every one in the field is disappointed.
Arjun starts walking from there, when everyone is cheering 
for Arjun, Bali has a proud feeling, turns towards the coach 
and says,
33.
FOR AD TEAM
34.
BALI
Abhi jo bola tha na maine... iske 
jaisa talent maine pehle bhi dekha 
hai. Jhooth bola tha. 
Arjun walks away. 
BALI (CONT'D)
He is different.
CUT TO:
","['arjun', 'bali']","['arjun', 'bali']","['arjun', 'bali']",,,,,,,,,,,,,DAY,EXT
28,VIDHYA HOUSE/STUDY ROOM,"INT. VIDHYA HOUSE/STUDY ROOM - DAY
28
An army officer (colonel) is in the study room, picking up 
his office files. He seems to be in a rush.
Vidhya is rushing out of the house when she stops to look at 
her father. 
As he looks up, she speaks up. 
VIDHYA
Nana... There is someone I love
Father looks shocked. 
",['vidhya'],['vidhya'],['vidhya'],,,,,,,,,,,,,DAY,INT
29,PANJAB UNIVERSITY / CAFETERIA,"EXT. PANJAB UNIVERSITY / CAFETERIA - DAY
29
Arjun and Vidhya sitting at the university open café, Arjun 
with a plate of samosa in front of him 
ARJUN
Gullu... sauce le aayin.
VIDHYA
Babu... tumse kuch baat karna hai.
ARJUN
Gullu, chheti oye!
Vidhya sits in front of him, hesitant to say something,
VIDHYA
Babu... suno na... main serious 
baat kar rahi hoon, tumko sauce ki 
padi hai.
ARJUN
Sorry sorry... bolo.
34.
FOR AD TEAM
35.
VIDHYA
Maine dad ko apne baare mein bata 
diya... kal.
Arjun still worried about the boy bringing sauce, looking 
distracted and trying hard to concentrate on what Vidhya is 
saying,
ARJUN
Hmm... accha kiya, bata diya
Vidhya looks surprised for a very normal reaction from Arjun,
VIDHYA
Achha kiya? Matlab? Bas itna hi?
Arjun realizes he didn’t react properly and he over acts,
ARJUN
(loud)
Kya? Sab bata diya?
Vidhya, hits Arjun with her hand, and says,
VIDHYA
Over mat karo please
ARJUN
Ok sorry 
VIDHYA
Ek baar ghar aake dad se baat karo 
na babu. Main unko shaadi ke liye 
mana sakti hun ki nahin, I don’t 
know. Ek baar tumse milenge toh 
pakka maan jaayenge. 
The boy Gullu comes and keeps the sauce bottle on the table 
and leaves, 
Vidhya, not happy with Arjun’s attention on the sauce, looks 
seriously in anger and bangs the sauce bottle on the table.
VIDHYA (CONT'D)
Thoos lo... dhakkan nikaalo aur 
saari sauce thoos lo. Apni shaadi 
se toh ye, samosa-sauce jyada 
important hai na
Arjun, gets up from his chair, comes closer to Vidhya, sits 
next to her, brings her closer by pulling her chair towards 
him, Vidhya looks away in anger,
35.
FOR AD TEAM
36.
ARJUN
Idhar dekho
VIDHYA
No...
ARJUN
Arey dekho toh...
Vidhya shakes off his hand,
VIDHYA
No….
ARJUN
Baat suno Vidhya... ek hi baar 
bolunga...duniya yahan ki wahan ho 
jaaye, lekin... ye samose thande 
nahin hone chahiye, toh pehle kha 
lete hain phir baat karte hain. 
She goes to hit him, he dodges and ducks, runs away. 
Moment breaks into a song.
Arjun and Vidhya rush to take shelter as it starts to rain.
PBS MONTAGE
-OMITTED-
29B
Arjun and Vidhya are at a garage. Arjun takes out some money 
from a bundle and gives it to the garage owner who then hands 
over the keys to the bike.  
","['vidhya', 'arjun']","['vidhya', 'arjun']","['vidhya', 'arjun']",,,,,,,,,,,,,DAY,EXT
